ORIGIN,FUNCTION_IN_ORIGIN,FUNCTION_AT_DESTINATION_1,FUNCTION_AT_DESTINATION_2,FUNCTION_AT_DESTINATION_3,Family,Subfamily,Activity description,Glycan_annotation,Substrate annotation taken from characterized enzyme description CAZy.org,dbCAN3_Substrate_curated,dbCAN3_Substrate_high_level,Agreement,Comments,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL12,PL12_1,NO KNOWN ACTIVITY; heparin lyase / heparin lyase I (EC 4.2.2.7);heparin sulfate lyase / heparin lyase III (EC 4.2.2.8),heparin_and_heparan_sulfate,yes,,,,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL12,PL12_2,heparin lyase / heparin lyase I (EC 4.2.2.7);heparin-sulfate lyase / heparin lyase III (EC 4.2.2.8),heparin_and_heparan_sulfate,yes,,,,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL12,PL12_3,NO KNOWN ACTIVITY; heparin lyase / heparin lyase I (EC 4.2.2.7);heparin sulfate lyase / heparin lyase III (EC 4.2.2.8),heparin_and_heparan_sulfate,yes,,,,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL13,PL13,heparin lyase (EC 4.2.2.7),heparin_and_heparan_sulfate,yes,Heparin and heparan sulfate(host glycan),host glycan,Largely agree,,,,,,,,,,,,,
"Algae,Bacteria,Fungi",Structural,"DF,GAG",NSP,"Gum,Glycoprotein",PL14,PL14,"poly(β-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3); exo-oligoalginate lyase (EC 4.2.2.26); β-1,4-glucuronan lyase (EC 4.2.2.14); alginate lyase (EC 4.2.2.-)","alginate,beta-glucuronan",yes,"alginate,host glycan","alginate,host glycan",Largely agree,,,,,,,,,,,,,
"Algae,Bacteria,Fungi",Structural,"DF,GAG",NSP,"Gum,Glycoprotein",PL14,PL14_1,"alginate lyase (EC 4.2.2.-);endo-β-1,4-glucuronan lyase (EC 4.2.2.14)","alginate,beta-glucuronan",yes,,,,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL14,PL14_2,alginate lyase (EC 4.2.2.-),alginate,yes,,,,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL14,PL14_3,poly(b-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3),alginate,yes,,,,,,,,,,,,,,,,
"Algae,Bacteria,Fungi",Structural,"DF,GAG",NSP,"Gum,Glycoprotein",PL14,PL14_4,"NO KNOWN ACTIVITY; poly(β-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3); exo-oligoalginate lyase (EC 4.2.2.26); β-1,4-glucuronan lyase (EC 4.2.2.14); alginate lyase (EC 4.2.2.-)","alginate,beta-glucuronan",yes,,,,,,,,,,,,,,,,
"Algae,Bacteria,Fungi",Structural,"DF,GAG",NSP,"Gum,Glycoprotein",PL14,PL14_5,"NO KNOWN ACTIVITY; poly(β-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3); exo-oligoalginate lyase (EC 4.2.2.26); β-1,4-glucuronan lyase (EC 4.2.2.14); alginate lyase (EC 4.2.2.-)","alginate,beta-glucuronan",yes,,,,,,,,,,,,,,,,
"Algae,Bacteria,Animal",Structural,"DF,GAG",NSP,"Gum,Glycoprotein",PL15,PL15,alginate lyase (EC 4.2.2.3); oligoalginate lyase / exo-alginate lyase (EC 4.2.2.26); heparin lyase / heparin lyase I (EC 4.2.2.7); heparin-sulfate lyase / heparin lyase III (EC 4.2.2.8),"alginate,heparin_and_heparan_sulfate",yes,"alginate,Heparin and heparan sulfate(host glycan),heparin sulfate(host glycan)","alginate,host glycan",Largely agree,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL15,PL15_1,oligoalginate lyase / exo-alginate lyase (EC 4.2.2.26),alginate,yes,,,,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL15,PL15_2,heparin lyase / heparin lyase I (EC 4.2.2.7);heparin-sulfate lyase / heparin lyase III (EC 4.2.2.8),heparin_and_heparan_sulfate,yes,,,,,,,,,,,,,,,,
"Animal,Bacteria",Structural,GAG,Unknown,Unknown,PL16,PL16,hyaluronan lyase (EC 4.2.2.1),hyaluronan,yes,hyaluronan,host glycan,Largely agree,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL17,PL17,alginate lyase (EC 4.2.2.3); oligoalginate lyase (EC 4.2.2.26),alginate,yes,alginate,alginate,Largely agree,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL17,PL17_1,NO KNOWN ACTIVITY; oligomannuronate lyase / exo-mannuronate lyase (EC 4.2.2.-);oligoalginate lyase / exo-alginate lyase (EC 4.2.2.26);poly(b-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3),alginate,yes,,,,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL17,PL17_2,oligomannuronate lyase / exo-mannuronate lyase (EC 4.2.2.-);oligoalginate lyase / exo-alginate lyase (EC 4.2.2.26);poly(b-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3),alginate,yes,,,,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL18,PL18,alginate lyase (EC 4.2.2.3); poly(α-L-guluronate) lyase / G-specific alginate lyase (EC 4.2.2.11); MG-specific alginate lyase (EC 4.2.2.-),alginate,yes,alginate,alginate,Largely agree,,,,,,,,,,,,,
"Algae,Fungi,Bacteria",Structural,DF,NSP,Unknown,PL20,PL20,"endo-β-1,4-glucuronan lyase (EC 4.2.2.14)",beta-glucuronan,yes,host glycan,host glycan,Largely agree,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL21,PL21,heparin lyase (EC 4.2.2.7); heparin-sulfate lyase (EC 4.2.2.8); acharan-sulfate lyase (EC 4.2.2.-),heparin_and_heparan_sulfate,yes,"Heparin and heparan sulfate(host glycan),heparin sulfate(host glycan)",host glycan,Largely agree,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL21,PL21_1,heparin lyase (EC 4.2.2.7); heparin-sulfate lyase (EC 4.2.2.8); acharan-sulfate lyase (EC 4.2.2.-),heparin_and_heparan_sulfate,yes,,,,,,,,,,,,,,,,
Plant,Structural,DF,"NSP,Resistant_oligosaccharides",Pectin,PL22,PL22,oligogalacturonate lyase / oligogalacturonide lyase (EC 4.2.2.6),"homogalacturonan,rhamnogalacturonan",yes,pectin( D-galacturonate),pectin,Largely agree,,,,,,,,,,,,,
Plant,Structural,DF,"NSP,Resistant_oligosaccharides",Pectin,PL22,PL22_1,oligogalacturonate lyase / oligogalacturonide lyase (EC 4.2.2.6),"homogalacturonan,rhamnogalacturonan",yes,,,,,,,,,,,,,,,,
Plant,Structural,DF,"NSP,Resistant_oligosaccharides",Pectin,PL22,PL22_2,NO KNOWN ACTIVITY; oligogalacturonate lyase / oligogalacturonide lyase (EC 4.2.2.6),"homogalacturonan,rhamnogalacturonan",yes,,,,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL23,PL23,chondroitin lyase (EC 4.2.2.-);,chondroitin,yes,,,,,,,,,,,,,,,,
Algae,Structural,DF,NSP,Unknown,PL24,PL24,ulvan lyase (EC 4.2.2.-),ulvan,yes,,,,,,,,,,,,,,,,
Algae,Structural,DF,NSP,Unknown,PL25,PL25,ulvan lyase (EC 4.2.2.-),ulvan,yes,,,,,,,,,,,,,,,,
Plant,Structural,DF,NSP,Pectin,PL26,PL26,rhamnogalacturonan exolyase (EC 4.2.2.24).,rhamnogalacturonan,yes,rhamnogalacturonan I(pectin from the plant cell wall),pectin,Largely agree,,,,,,,,,,,,,
"Plant,Algae,Bacteria",Structural,DF,NSP,"Gum,Pectin,Glycoprotein",PL27,PL27,"L-rhamnose-α-1,4-D-glucuronate lyase (EC 4.2.2.-)",arabinogalactan,yes,,,,,,,,,,,,,,,,
Algae,Structural,DF,NSP,Unknown,PL28,PL28,ulvan lyase (EC 4.2.2.-),ulvan,yes,,,,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL29,PL29,chondroitin-sulfate ABC endolyase (EC 4.2.2.20),chondroitin,yes,glycosaminoglycans(host glycan),host glycan,Largely agree,,,,,,,,,,,,,
"Animal,Bacteria",Structural,GAG,Unknown,Unknown,PL30,PL30,hyaluronate lyase (EC 4.2.2.1),hyaluronan,yes,hyaluronate(host glycan),host glycan,Largely agree,,,,,,,,,,,,,
"Algae,Bacteria,Animal",Structural,"DF,GAG",NSP,"Gum,Glycoprotein",PL31,PL31,"endo-β-1,4-glucuronan lyase (EC 4.2.2.14); poly(β-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3)","alginate,beta-glucuronan",yes,"alginate,host glycan","alginate,host glycan",Largely agree,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL32,PL32,poly(β-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3),alginate,yes,alginate,alginate,Largely agree,,,,,,,,,,,,,
"Animal,Bacteria",Structural,GAG,Unknown,Unknown,PL33,PL33,hyaluronate lyase (EC 4.2.2.1); gellan lyase (EC 4.2.2.25); chondroitin sulfate lyase (EC 4.2.2.20),"chondroitin,hyaluronan",yes,"gellan(polysaccharide),hyaluronate(host glycan),glycosaminoglycans(host glycan)","gellan,host glycan",Largely agree,,,,,,,,,,,,,
"Animal,Bacteria",Structural,GAG,Unknown,Unknown,PL33,PL33_1,hyaluronate lyase (EC 4.2.2.1); gellan lyase (EC 4.2.2.25); chondroitin sulfate lyase (EC 4.2.2.20),"chondroitin,hyaluronan",yes,,,,,,,,,,,,,,,,
"Animal,Bacteria",Structural,GAG,Unknown,Unknown,PL33,PL33_2,hyaluronate lyase (EC 4.2.2.1); gellan lyase (EC 4.2.2.25); chondroitin sulfate lyase (EC 4.2.2.20),"chondroitin,hyaluronan",yes,,,,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL34,PL34,alginate lyase (EC 4.2.2.-),alginate,yes,,,,,,,,,,,,,,,,
Animal,Structural,GAG,Unknown,Unknown,PL35,PL35,chondroitin lyase / chondroitinase (EC 4.2.2.-),chondroitin,yes,,,,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL36,PL36,poly(β-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3),alginate,yes,alginate,alginate,Largely agree,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL36,PL36_1,poly(β-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3),alginate,yes,,,,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL36,PL36_2,poly(β-mannuronate) lyase / M-specific alginate lyase (EC 4.2.2.3),alginate,yes,,,,,,,,,,,,,,,,
"Algae,Animal",Structural,"DF,GAG",NSP,Unknown,PL37,PL37,chondroitin-sulfate ABC endolyase (EC 4.2.2.20); heparin-sulfate lyase / heparin lyase III (EC 4.2.2.8); ulvan lyase (EC 4.2.2.-),"chondroitin,heparin_and_heparan_sulfate,ulvan",yes,"glycosaminoglycans(host glycan),heparin sulfate(host glycan)",host glycan,"Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
"Algae,Fungi,Bacteria",Structural,DF,NSP,Unknown,PL38,PL38,"endo-β-1,4-glucuronan lyase (EC 4.2.2.14)",beta-glucuronan,yes,host glycan,host glycan,Largely agree,,,,,,,,,,,,,
"Algae,Bacteria",Structural,DF,NSP,Gum,PL39,PL39,alginate lyase (EC 4.2.2.-),alginate,yes,,,,,,,,,,,,,,,,
Algae,Structural,DF,NSP,Unknown,PL40,PL40,ulvan lyase (EC 4.2.2.-),ulvan,yes,,,,,,,,,,,,,,,,
"Plant,Bacteria,Algae",Structural,DF,NSP,"Gum,Pectin,Glycoprotein",PL42,PL42,"L-rhamnose-α-1,4-D-glucuronate lyase (EC 4.2.2.-); L-Rhα-α-1,4-GlcA α-L-rhamnohydrolase (EC 3.2.1.-)",arabinogalactan,yes,arabinogalactan,arabinogalactan protein,"Agree, in favor of our annotation",based on reported function,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
